20	1.5902055350324294e-05
40	0.0029033003500935233
61	0.0060024978828578145
81	0.011134987889317712
101	0.015831656180885032
122	0.0210393788419305
142	0.026191888773270697
163	0.03174008988855923
183	0.03729542034893242
203	0.04227713000974659
224	0.0469468614277814
244	0.0529258825512989
265	0.05890968992925238
285	0.06506849579462064
305	0.0715569710733263
326	0.07846602437031373
346	0.08624661260038638
366	0.09333195036151137
387	0.10001694355543425
407	0.10837844290678184
428	0.1157204981274832
448	0.12571698539557924
468	0.1329548270333363
489	0.13960516388406008
509	0.14355174416710542
530	0.14928577295753467
550	0.15099216036989846
570	0.1513476509891631
591	0.1524919198475952
611	0.15264623093144267
632	0.14834470793163157
652	0.14349896284847688
672	0.13632022783293926
693	0.12860149739248433
713	0.1146340803512399
733	0.09996852084053995
754	0.0871673377958726
774	0.07959171754214021
795	0.07691732567880924
815	0.07788602772770449
835	0.08435051402068701
856	0.0973787575174648
876	0.1077096371120389
897	0.11737581959758563
917	0.12218810044683098
937	0.12752689079800938
958	0.13731448151057266
978	0.14268361160485127
999	0.14476735212317124
